gutenberg_id,text,title,author
30637,Transcriber's Note:,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"    Italic text has been marked by _underscores_, whilst bold text","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,    appears as =bold=. The following table of contents has been added,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,    for convenience:,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,      United Amateur Press Association:,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Exponent of Amateur Journalism                          4,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, January 1915","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                          7,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, March 1915","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         10,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        March                                                  14,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, May 1915","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         15,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, September 1915","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         21,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Little Journeys to the Homes of Prominent Amateurs     31,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, February 1916","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        The Teuton's Battle-Song                               33,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, April 1916","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         35,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, June 1916","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         42,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        The Poetry of the Month: Content                       49,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, August 1916","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         50,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, September 1916","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         54,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, November 1916","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        The Alchemist                                          61,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, March 1917","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         65,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, May 1917","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         71,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, July 1917","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"        Ode for July Fourth, 1917                              80","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         81,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        News Notes: To M. W. M.                                84,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, November 1917","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        A Reminiscence of Dr. Samuel Johnson                   84,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Department of Public Criticism                         87,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Reports of Officers: President's Message               90,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, January 1918","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Reports of Officers: President's Message               91,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, March 1918","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,        Reports of Officers: President's Message               92,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
30637,"      The United Amateur, May 1918","Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)"
